code,strand,grade,anchor,category,text,progressive_skill
RI.5.5,RI,5,5,CS,"Compare and contrast the overall structure (e.g., chronology, comparison, cause/effect, problem/solution) of events, ideas, concepts, or information in two or more texts.",
RI.5.6,RI,5,6,CS,"Analyze multiple accounts of the same event or topic, noting important similarities and differences in the point of view they represent.",
RI.5.7,RI,5,7,IKI,"Draw on information from multiple print or digital sources, demonstrating the ability to locate an answer to a question quickly or to solve a problem efficiently.",
RI.5.8,RI,5,8,IKI,"Explain how an author uses reasons and evidence to support particular points in a text, identifying which reasons and evidence support which point(s).",
RI.5.9,RI,5,9,IKI,Integrate information from several texts on the same topic in order to write or speak about the subject knowledgeably.,
RI.6.1,RI,6,1,KID,Cite textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.,
RI.6.10,RI,6,10,RRTC,"By the end of the year, read and comprehend literary nonfiction in the grades 6-8 text complexity band proficiently, with scaffolding as needed at the high end of the range.",
RI.6.2,RI,6,2,KID,Determine a central idea of a text and how it is conveyed through particular details; provide a summary of the text distinct from personal opinions or judgments.,
RI.6.3,RI,6,3,KID,"Analyze in detail how a key individual, event, or idea is introduced, illustrated, and elaborated in a text (e.g., through examples or anecdotes).",
RI.6.4,RI,6,4,CS,"Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings.",
RI.6.5,RI,6,5,CS,"Analyze how a particular sentence, paragraph, chapter, or section fits into the overall structure of a text and contributes to the development of the ideas.",
RI.6.6,RI,6,6,CS,Determine an author's point of view or purpose in a text and explain how it is conveyed in the text.,
RI.6.7,RI,6,7,IKI,"Integrate information presented in different media or formats (e.g., visually, quantitatively) as well as in words to develop a coherent understanding of a topic or issue.",
RI.6.8,RI,6,8,IKI,"Trace and evaluate the argument and specific claims in a text, distinguishing claims that are supported by reasons and evidence from claims that are not.",
RI.6.9,RI,6,9,IKI,"Compare and contrast one author's presentation of events with that of another (e.g., a memoir written by and a biography on the same person).",
RI.7.1,RI,7,1,KID,Cite several pieces of textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.,
RI.7.10,RI,7,10,RRTC,"By the end of the year, read and comprehend literary nonfiction in the grades 6-8 text complexity band proficiently, with scaffolding as needed at the high end of the range.",
RI.7.2,RI,7,2,KID,Determine two or more central ideas in a text and analyze their development over the course of the text; provide an objective summary of the text.,
RI.7.3,RI,7,3,KID,"Analyze the interactions between individuals, events, and ideas in a text (e.g., how ideas influence individuals or events, or how individuals influence ideas or events).",
RI.7.4,RI,7,4,CS,"Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings; analyze the impact of a specific word choice on meaning and tone.",
RI.7.5,RI,7,5,CS,"Analyze the structure an author uses to organize a text, including how the major sections contribute to the whole and to the development of the ideas.",
RI.7.6,RI,7,6,CS,Determine an author's point of view or purpose in a text and analyze how the author distinguishes his or her position from that of others.,
RI.7.7,RI,7,7,IKI,"Compare and contrast a text to an audio, video, or multimedia version of the text, analyzing each medium's portrayal of the subject (e.g., how the delivery of a speech affects the impact of the words).",
RI.7.8,RI,7,8,IKI,"Trace and evaluate the argument and specific claims in a text, assessing whether the reasoning is sound and the evidence is relevant and sufficient to support the claims.",
RI.7.9,RI,7,9,IKI,Analyze how two or more authors writing about the same topic shape their presentations of key information by emphasizing different evidence or advancing different interpretations of facts.,
RI.8.1,RI,8,1,KID,Cite the textual evidence that most strongly supports an analysis of what the text says explicitly as well as inferences drawn from the text.,
RI.8.10,RI,8,10,RRTC,"By the end of the year, read and comprehend literary nonfiction at the high end of the grades 6-8 text complexity band independently and proficiently.",
RI.8.2,RI,8,2,KID,"Determine a central idea of a text and analyze its development over the course of the text, including its relationship to supporting ideas; provide an objective summary of the text.",
RI.8.3,RI,8,3,KID,"Analyze how a text makes connections among and distinctions between individuals, ideas, or events (e.g., through comparisons, analogies, or categories).",
RI.8.4,RI,8,4,CS,"Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings; analyze the impact of specific word choices on meaning and tone, including analogies or allusions to other texts.",
RI.8.5,RI,8,5,CS,"Analyze in detail the structure of a specific paragraph in a text, including the role of particular sentences in developing and refining a key concept.",
RI.8.6,RI,8,6,CS,Determine an author's point of view or purpose in a text and analyze how the author acknowledges and responds to conflicting evidence or viewpoints.,
RI.8.7,RI,8,7,IKI,"Evaluate the advantages and disadvantages of using different mediums (e.g., print or digital text, video, multimedia) to present a particular topic or idea.",
RI.8.8,RI,8,8,IKI,"Delineate and evaluate the argument and specific claims in a text, assessing whether the reasoning is sound and the evidence is relevant and sufficient; recognize when irrelevant evidence is introduced.",
RI.8.9,RI,8,9,IKI,Analyze a case in which two or more texts provide conflicting information on the same topic and identify where the texts disagree on matters of fact or interpretation.,
RI.9-10.1,RI,9-10,1,KID,Cite strong and thorough textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.,
RI.9-10.10,RI,9-10,10,RRTC,"By the end of grade 9, read and comprehend literary nonfiction in the grades 9-10 text complexity band proficiently, with scaffolding as needed at the high end of the range. By the end of grade 10, read and comprehend literary nonfiction at the high end of the grades 9-10 text complexity band independently and proficiently.",
RI.9-10.2,RI,9-10,2,KID,"Determine a central idea of a text and analyze its development over the course of the text, including how it emerges and is shaped and refined by specific details; provide an objective summary of the text.",
RI.9-10.3,RI,9-10,3,KID,"Analyze how the author unfolds an analysis or series of ideas or events, including the order in which the points are made, how they are introduced and developed, and the connections that are drawn between them.",
RI.9-10.4,RI,9-10,4,CS,"Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings; analyze the cumulative impact of specific word choices on meaning and tone (e.g., how the language of a court opinion differs from that of a newspaper).",
RI.9-10.5,RI,9-10,5,CS,"Analyze in detail how an author's ideas or claims are developed and refined by particular sentences, paragraphs, or larger portions of a text (e.g., a section or chapter).",
RI.9-10.6,RI,9-10,6,CS,Determine an author's point of view or purpose in a text and analyze how an author uses rhetoric to advance that point of view or purpose.,
RI.9-10.7,RI,9-10,7,IKI,"Analyze various accounts of a subject told in different mediums (e.g., a person's life story in both print and multimedia), determining which details are emphasized in each account.",
RI.9-10.8,RI,9-10,8,IKI,"Delineate and evaluate the argument and specific claims in a text, assessing whether the reasoning is valid and the evidence is relevant and sufficient; identify false statements and fallacious reasoning.",
RI.9-10.9,RI,9-10,9,IKI,"Analyze seminal U.S. documents of historical and literary significance (e.g., Washington's Farewell Address, the Gettysburg Address, Roosevelt's Four Freedoms speech, King's ""Letter from Birmingham Jail""), including how they address related themes and concepts.",
RI.11-12.1,RI,11-12,1,KID,"Cite strong and thorough textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text, including determining where the text leaves matters uncertain.",
RI.11-12.10,RI,11-12,10,RRTC,"By the end of grade 11, read and comprehend literary nonfiction in the grades 11-CCR text complexity band proficiently, with scaffolding as needed at the high end of the range. By the end of grade 12, read and comprehend literary nonfiction at the high end of the grades 11-CCR text complexity band independently and proficiently.",
RI.11-12.2,RI,11-12,2,KID,"Determine two or more central ideas of a text and analyze their development over the course of the text, including how they interact and build on one another to provide a complex analysis; provide an objective summary of the text.",
RI.11-12.3,RI,11-12,3,KID,"Analyze a complex set of ideas or sequence of events and explain how specific individuals, ideas, or events interact and develop over the course of the text.",
RI.11-12.4,RI,11-12,4,CS,"Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings; analyze how an author uses and refines the meaning of a key term or terms over the course of a text (e.g., how Madison defines faction in Federalist No. 10).",
RI.11-12.5,RI,11-12,5,CS,"Analyze and evaluate the effectiveness of the structure an author uses in his or her exposition or argument, including whether the structure makes points clear, convincing, and engaging.",
RI.11-12.6,RI,11-12,6,CS,"Determine an author's point of view or purpose in a text in which the rhetoric is particularly effective, analyzing how style and content contribute to the power, persuasiveness, or beauty of the text.",
RI.11-12.7,RI,11-12,7,IKI,"Integrate and evaluate multiple sources of information presented in different media or formats (e.g., visually, quantitatively) as well as in words in order to address a question or solve a problem.",
RI.11-12.8,RI,11-12,8,IKI,"Delineate and evaluate the reasoning in seminal U.S. texts, including the application of constitutional principles and use of legal reasoning (e.g., in U.S. Supreme Court majority opinions and dissents) and the premises, purposes, and arguments in works of public advocacy (e.g., The Federalist, presidential addresses).",
RI.11-12.9,RI,11-12,9,IKI,"Analyze seventeenth-, eighteenth-, and nineteenth-century foundational U.S. documents of historical and literary significance (including The Declaration of Independence, the Preamble to the Constitution, the Bill of Rights, and Lincoln's Second Inaugural Address) for their themes, purposes, and rhetorical features.",
W.K.1,W,K,1,TTP,"Use a combination of drawing, dictating, and writing to compose opinion pieces in which they tell a reader the topic or the name of the book they are writing about and state an opinion or preference about the topic or book (e.g., My favorite book is...).",
W.K.10,W,K,10,ROW,[Begins in grade 3],
W.K.2,W,K,2,TTP,"Use a combination of drawing, dictating, and writing to compose informative/explanatory texts in which they name what they are writing about and supply some information about the topic.",
W.K.3,W,K,3,TTP,"Use a combination of drawing, dictating, and writing to narrate a single event or several loosely linked events, tell about the events in the order in which they occurred, and provide a reaction to what happened.",
W.K.4,W,K,4,PDW,[Begins in grade 3],
W.K.5,W,K,5,PDW,"With guidance and support from adults, respond to questions and suggestions from peers and add details to strengthen writing as needed.",
W.K.6,W,K,6,PDW,"With guidance and support from adults, explore a variety of digital tools to produce and publish writing, including in collaboration with peers.",
W.K.7,W,K,7,RBPK,"Participate in shared research and writing projects (e.g., explore a number of books by a favorite author and express opinions about them).",
W.K.8,W,K,8,RBPK,"With guidance and support from adults, recall information from experiences or gather information from provided sources to answer a question.",
W.K.9,W,K,9,RBPK,[Begins in grade 4],
W.1.1,W,1,1,TTP,"Write opinion pieces in which they introduce the topic or name the book they are writing about, state an opinion, supply a reason for the opinion, and provide some sense of closure.",
W.1.10,W,1,10,ROW,[Begins in grade 3],
W.1.2,W,1,2,TTP,"Write informative/explanatory texts in which they name a topic, supply some facts about the topic, and provide some sense of closure.",
W.1.3,W,1,3,TTP,"Write narratives in which they recount two or more appropriately sequenced events, include some details regarding what happened, use temporal words to signal event order, and provide some sense of closure.",
W.1.4,W,1,4,PDW,[Begins in grade 3],
W.1.5,W,1,5,PDW,"With guidance and support from adults, focus on a topic, respond to questions and suggestions from peers, and add details to strengthen writing as needed.",
W.1.6,W,1,6,PDW,"With guidance and support from adults, use a variety of digital tools to produce and publish writing, including in collaboration with peers.",
W.1.7,W,1,7,RBPK,"Participate in shared research and writing projects (e.g., explore a number of ""how-to"" books on a given topic and use them to write a sequence of instructions).",
W.1.8,W,1,8,RBPK,"With guidance and support from adults, recall information from experiences or gather information from provided sources to answer a question.",
W.1.9,W,1,9,RBPK,[Begins in grade 4],
W.2.1,W,2,1,TTP,"Write opinion pieces in which they introduce the topic or book they are writing about, state an opinion, supply reasons that support the opinion, use linking words (e.g., because, and, also) to connect opinion and reasons, and provide a concluding statement or section.",
W.2.10,W,2,10,ROW,[Begins in grade 3],
W.2.2,W,2,2,TTP,"Write informative/explanatory texts in which they introduce a topic, use facts and definitions to develop points, and provide a concluding statement or section.",
W.2.3,W,2,3,TTP,"Write narratives in which they recount a well-elaborated event or short sequence of events, include details to describe actions, thoughts, and feelings, use temporal words to signal event order, and provide a sense of closure.",
W.2.4,W,2,4,PDW,[Begins in grade 3],
W.2.5,W,2,5,PDW,"With guidance and support from adults and peers, focus on a topic and strengthen writing as needed by revising and editing.",
W.2.6,W,2,6,PDW,"With guidance and support from adults, use a variety of digital tools to produce and publish writing, including in collaboration with peers.",
W.2.7,W,2,7,RBPK,"Participate in shared research and writing projects (e.g., read a number of books on a single topic to produce a report; record science observations).",
W.2.8,W,2,8,RBPK,Recall information from experiences or gather information from provided sources to answer a question.,
W.2.9,W,2,9,RBPK,[Begins in grade 4],
W.3.1,W,3,1,TTP,"Write opinion pieces on topics or texts, supporting a point of view with reasons.",
W.3.10,W,3,10,ROW,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.",
W.3.1a,W,3,1,TTP,"Introduce the topic or text they are writing about, state an opinion, and create an organizational structure that lists reasons.",
W.3.1b,W,3,1,TTP,Provide reasons that support the opinion.,
W.3.1c,W,3,1,TTP,"Use linking words and phrases (e.g., because, therefore, since, for example) to connect opinion and reasons.",
W.3.1d,W,3,1,TTP,Provide a concluding statement or section.,
W.3.2,W,3,2,TTP,Write informative/explanatory texts to examine a topic and convey ideas and information clearly.,
W.3.2a,W,3,2,TTP,Introduce a topic and group related information together; include illustrations when useful to aiding comprehension.,
W.3.2b,W,3,2,TTP,"Develop the topic with facts, definitions, and details.",
W.3.2c,W,3,2,TTP,"Use linking words and phrases (e.g., also, another, and, more, but) to connect ideas within categories of information.",
W.3.2d,W,3,2,TTP,Provide a concluding statement or section.,
W.3.3,W,3,3,TTP,"Write narratives to develop real or imagined experiences or events using effective technique, descriptive details, and clear event sequences.",
W.3.3a,W,3,3,TTP,Establish a situation and introduce a narrator and/or characters; organize an event sequence that unfolds naturally.,
W.3.3b,W,3,3,TTP,"Use dialogue and descriptions of actions, thoughts, and feelings to develop experiences and events or show the response of characters to situations.",
W.3.3c,W,3,3,TTP,Use temporal words and phrases to signal event order.,
W.3.3d,W,3,3,TTP,Provide a sense of closure.,
W.3.4,W,3,4,PDW,"With guidance and support from adults, produce writing in which the development and organization are appropriate to task and purpose. (Grade-specific expectations for writing types are defined in standards 1-3 above.)",
W.3.5,W,3,5,PDW,"With guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, and editing. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grade 3 on page 29.)",
W.3.6,W,3,6,PDW,"With guidance and support from adults, use technology to produce and publish writing (using keyboarding skills) as well as to interact and collaborate with others.",
W.3.7,W,3,7,RBPK,Conduct short research projects that build knowledge about a topic.,
W.3.8,W,3,8,RBPK,Recall information from experiences or gather information from print and digital sources; take brief notes on sources and sort evidence into provided categories.,
W.3.9,W,3,9,RBPK,[Begins in grade 4],
W.4.1,W,4,1,TTP,"Write opinion pieces on topics or texts, supporting a point of view with reasons and information.",
W.4.10,W,4,10,ROW,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.",
W.4.1a,W,4,1,TTP,"Introduce a topic or text clearly, state an opinion, and create an organizational structure in which related ideas are grouped to support the writer's purpose.",
W.4.1b,W,4,1,TTP,Provide reasons that are supported by facts and details.,
W.4.1c,W,4,1,TTP,"Link opinion and reasons using words and phrases (e.g., for instance, in order to, in addition).",
W.4.1d,W,4,1,TTP,Provide a concluding statement or section related to the opinion presented.,
W.4.2,W,4,2,TTP,Write informative/explanatory texts to examine a topic and convey ideas and information clearly.,
W.4.2a,W,4,2,TTP,"Introduce a topic clearly and group related information in paragraphs and sections; include formatting (e.g., headings), illustrations, and multimedia when useful to aiding comprehension.",
W.4.2b,W,4,2,TTP,"Develop the topic with facts, definitions, concrete details, quotations, or other information and examples related to the topic.",
W.4.2c,W,4,2,TTP,"Link ideas within categories of information using words and phrases (e.g., another, for example, also, because).",
W.4.2d,W,4,2,TTP,Use precise language and domain-specific vocabulary to inform about or explain the topic.,
W.4.2e,W,4,2,TTP,Provide a concluding statement or section related to the information or explanation presented.,
W.4.3,W,4,3,TTP,"Write narratives to develop real or imagined experiences or events using effective technique, descriptive details, and clear event sequences.",
W.4.3a,W,4,3,TTP,Orient the reader by establishing a situation and introducing a narrator and/or characters; organize an event sequence that unfolds naturally.,
W.4.3b,W,4,3,TTP,Use dialogue and description to develop experiences and events or show the responses of characters to situations.,
W.4.3c,W,4,3,TTP,Use a variety of transitional words and phrases to manage the sequence of events.,
W.4.3d,W,4,3,TTP,Use concrete words and phrases and sensory details to convey experiences and events precisely.,
W.4.3e,W,4,3,TTP,Provide a conclusion that follows from the narrated experiences or events.,
W.4.4,W,4,4,PDW,"Produce clear and coherent writing in which the development and organization are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1-3 above.)",
W.4.5,W,4,5,PDW,"With guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, and editing. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grade 4 on page 29.)",
W.4.6,W,4,6,PDW,"With some guidance and support from adults, use technology, including the Internet, to produce and publish writing as well as to interact and collaborate with others; demonstrate sufficient command of keyboarding skills to type a minimum of one page in a single sitting.",
W.4.7,W,4,7,RBPK,Conduct short research projects that build knowledge through investigation of different aspects of a topic.,
W.4.8,W,4,8,RBPK,"Recall relevant information from experiences or gather relevant information from print and digital sources; take notes and categorize information, and provide a list of sources.",
W.4.9,W,4,9,RBPK,"Draw evidence from literary or informational texts to support analysis, reflection, and research.",
W.4.9a,W,4,9,RBPK,"Apply grade 4 Reading standards to literature (e.g., ""Describe in depth a character, setting, or event in a story or drama, drawing on specific details in the text [e.g., a character's thoughts, words, or actions]."").",
W.4.9b,W,4,9,RBPK,"Apply grade 4 Reading standards to informational texts (e.g., ""Explain how an author uses reasons and evidence to support particular points in a text"").",
W.5.1,W,5,1,TTP,"Write opinion pieces on topics or texts, supporting a point of view with reasons and information.",
W.5.10,W,5,10,ROW,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.",
W.5.1a,W,5,1,TTP,"Introduce a topic or text clearly, state an opinion, and create an organizational structure in which ideas are logically grouped to support the writer's purpose.",
W.5.1b,W,5,1,TTP,Provide logically ordered reasons that are supported by facts and details.,
W.5.1c,W,5,1,TTP,"Link opinion and reasons using words, phrases, and clauses (e.g., consequently, specifically).",
W.5.1d,W,5,1,TTP,Provide a concluding statement or section related to the opinion presented.,
W.5.2,W,5,2,TTP,Write informative/explanatory texts to examine a topic and convey ideas and information clearly.,
W.5.2a,W,5,2,TTP,"Introduce a topic clearly, provide a general observation and focus, and group related information logically; include formatting (e.g., headings), illustrations, and multimedia when useful to aiding comprehension.",
W.5.2b,W,5,2,TTP,"Develop the topic with facts, definitions, concrete details, quotations, or other information and examples related to the topic.",
W.5.2c,W,5,2,TTP,"Link ideas within and across categories of information using words, phrases, and clauses (e.g., in contrast, especially).",
W.5.2d,W,5,2,TTP,Use precise language and domain-specific vocabulary to inform about or explain the topic.,
W.5.2e,W,5,2,TTP,Provide a concluding statement or section related to the information or explanation presented.,
W.5.3,W,5,3,TTP,"Write narratives to develop real or imagined experiences or events using effective technique, descriptive details, and clear event sequences.",
W.5.3a,W,5,3,TTP,Orient the reader by establishing a situation and introducing a narrator and/or characters; organize an event sequence that unfolds naturally.,
W.5.3b,W,5,3,TTP,"Use narrative techniques, such as dialogue, description, and pacing, to develop experiences and events or show the responses of characters to situations.",
W.5.3c,W,5,3,TTP,"Use a variety of transitional words, phrases, and clauses to manage the sequence of events.",
W.5.3d,W,5,3,TTP,Use concrete words and phrases and sensory details to convey experiences and events precisely.,
W.5.3e,W,5,3,TTP,Provide a conclusion that follows from the narrated experiences or events.,
W.5.4,W,5,4,PDW,"Produce clear and coherent writing in which the development and organization are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1-3 above.)",
W.5.5,W,5,5,PDW,"With guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grade 5 on page 29.)",
W.5.6,W,5,6,PDW,"With some guidance and support from adults, use technology, including the Internet, to produce and publish writing as well as to interact and collaborate with others; demonstrate sufficient command of keyboarding skills to type a minimum of two pages in a single sitting.",
W.5.7,W,5,7,RBPK,Conduct short research projects that use several sources to build knowledge through investigation of different aspects of a topic.,
W.5.8,W,5,8,RBPK,"Recall relevant information from experiences or gather relevant information from print and digital sources; summarize or paraphrase information in notes and finished work, and provide a list of sources.",
W.5.9,W,5,9,RBPK,"Draw evidence from literary or informational texts to support analysis, reflection, and research.",
W.5.9a,W,5,9,RBPK,"Apply grade 5 Reading standards to literature (e.g., ""Compare and contrast two or more characters, settings, or events in a story or a drama, drawing on specific details in the text [e.g., how characters interact]"").",
W.5.9b,W,5,9,RBPK,"Apply grade 5 Reading standards to informational texts (e.g., ""Explain how an author uses reasons and evidence to support particular points in a text, identifying which reasons and evidence support which point[s]"").",
W.6.1,W,6,1,TTP,Write arguments to support claims with clear reasons and relevant evidence.,
W.6.10,W,6,10,ROW,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.",
W.6.1a,W,6,1,TTP,Introduce claim(s) and organize the reasons and evidence clearly.,
W.6.1b,W,6,1,TTP,"Support claim(s) with clear reasons and relevant evidence, using credible sources and demonstrating an understanding of the topic or text.",
W.6.1c,W,6,1,TTP,"Use words, phrases, and clauses to clarify the relationships among claim(s) and reasons.",
W.6.1d,W,6,1,TTP,Establish and maintain a formal style.,
W.6.1e,W,6,1,TTP,Provide a concluding statement or section that follows from the argument presented.,
W.6.2,W,6,2,TTP,"Write informative/explanatory texts to examine a topic and convey ideas, concepts, and information through the selection, organization, and analysis of relevant content.",
W.6.2a,W,6,2,TTP,"Introduce a topic; organize ideas, concepts, and information, using strategies such as definition, classification, comparison/contrast, and cause/effect; include formatting (e.g., headings), graphics (e.g., charts, tables), and multimedia when useful to aiding comprehension.",
W.6.2b,W,6,2,TTP,"Develop the topic with relevant facts, definitions, concrete details, quotations, or other information and examples.",
W.6.2c,W,6,2,TTP,Use appropriate transitions to clarify the relationships among ideas and concepts.,
W.6.2d,W,6,2,TTP,Use precise language and domain-specific vocabulary to inform about or explain the topic.,
W.6.2e,W,6,2,TTP,Establish and maintain a formal style.,
W.6.2f,W,6,2,TTP,Provide a concluding statement or section that follows from the information or explanation presented.,
W.6.3,W,6,3,TTP,"Write narratives to develop real or imagined experiences or events using effective technique, relevant descriptive details, and well-structured event sequences.",
W.6.3a,W,6,3,TTP,Engage and orient the reader by establishing a context and introducing a narrator and/or characters; organize an event sequence that unfolds naturally and logically.,
W.6.3b,W,6,3,TTP,"Use narrative techniques, such as dialogue, pacing, and description, to develop experiences, events, and/or characters.",
W.6.3c,W,6,3,TTP,"Use a variety of transition words, phrases, and clauses to convey sequence and signal shifts from one time frame or setting to another.",
W.6.3d,W,6,3,TTP,"Use precise words and phrases, relevant descriptive details, and sensory language to convey experiences and events.",
W.6.3e,W,6,3,TTP,Provide a conclusion that follows from the narrated experiences or events.,
W.6.4,W,6,4,PDW,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1-3 above.)",
W.6.5,W,6,5,PDW,"With some guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grade 6 on page 53.)",
W.6.6,W,6,6,PDW,"Use technology, including the Internet, to produce and publish writing as well as to interact and collaborate with others; demonstrate sufficient command of keyboarding skills to type a minimum of three pages in a single sitting.",
W.6.7,W,6,7,RBPK,"Conduct short research projects to answer a question, drawing on several sources and refocusing the inquiry when appropriate.",
W.6.8,W,6,8,RBPK,Gather relevant information from multiple print and digital sources; assess the credibility of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and providing basic bibliographic information for sources.,
W.6.9,W,6,9,RBPK,"Draw evidence from literary or informational texts to support analysis, reflection, and research.",
W.6.9a,W,6,9,RBPK,"Apply grade 6 Reading standards to literature (e.g., ""Compare and contrast texts in different forms or genres [e.g., stories and poems; historical novels and fantasy stories] in terms of their approaches to similar themes and topics"").",
W.6.9b,W,6,9,RBPK,"Apply grade 6 Reading standards to literary nonfiction (e.g., ""Trace and evaluate the argument and specific claims in a text, distinguishing claims that are supported by reasons and evidence from claims that are not"").",
W.7.1,W,7,1,TTP,Write arguments to support claims with clear reasons and relevant evidence.,
W.7.10,W,7,10,ROW,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.",
W.7.1a,W,7,1,TTP,"Introduce claim(s), acknowledge alternate or opposing claims, and organize the reasons and evidence logically.",
W.7.1b,W,7,1,TTP,"Support claim(s) with logical reasoning and relevant evidence, using accurate, credible sources and demonstrating an understanding of the topic or text.",
W.7.1c,W,7,1,TTP,"Use words, phrases, and clauses to create cohesion and clarify the relationships among claim(s), reasons, and evidence.",
W.7.1d,W,7,1,TTP,Establish and maintain a formal style.,
W.7.1e,W,7,1,TTP,Provide a concluding statement or section that follows from and supports the argument presented.,
W.7.2,W,7,2,TTP,"Write informative/explanatory texts to examine a topic and convey ideas, concepts, and information through the selection, organization, and analysis of relevant content.",
W.7.2a,W,7,2,TTP,"Introduce a topic clearly, previewing what is to follow; organize ideas, concepts, and information, using strategies such as definition, classification, comparison/contrast, and cause/effect; include formatting (e.g., headings), graphics (e.g., charts, tables), and multimedia when useful to aiding comprehension.",
W.7.2b,W,7,2,TTP,"Develop the topic with relevant facts, definitions, concrete details, quotations, or other information and examples.",
W.7.2c,W,7,2,TTP,Use appropriate transitions to create cohesion and clarify the relationships among ideas and concepts.,
W.7.2d,W,7,2,TTP,Use precise language and domain-specific vocabulary to inform about or explain the topic.,
W.7.2e,W,7,2,TTP,Establish and maintain a formal style.,
W.7.2f,W,7,2,TTP,Provide a concluding statement or section that follows from and supports the information or explanation presented.,
W.7.3,W,7,3,TTP,"Write narratives to develop real or imagined experiences or events using effective technique, relevant descriptive details, and well-structured event sequences.",
W.7.3a,W,7,3,TTP,Engage and orient the reader by establishing a context and point of view and introducing a narrator and/or characters; organize an event sequence that unfolds naturally and logically.,
W.7.3b,W,7,3,TTP,"Use narrative techniques, such as dialogue, pacing, and description, to develop experiences, events, and/or characters.",
W.7.3c,W,7,3,TTP,"Use a variety of transition words, phrases, and clauses to convey sequence and signal shifts from one time frame or setting to another.",
W.7.3d,W,7,3,TTP,"Use precise words and phrases, relevant descriptive details, and sensory language to capture the action and convey experiences and events.",
W.7.3e,W,7,3,TTP,Provide a conclusion that follows from and reflects on the narrated experiences or events.,
W.7.4,W,7,4,PDW,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1-3 above.)",
W.7.5,W,7,5,PDW,"With some guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on how well purpose and audience have been addressed. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grade 7 on page 53.)",
W.7.6,W,7,6,PDW,"Use technology, including the Internet, to produce and publish writing and link to and cite sources as well as to interact and collaborate with others, including linking to and citing sources.",
W.7.7,W,7,7,RBPK,"Conduct short research projects to answer a question, drawing on several sources and generating additional related, focused questions for further research and investigation.",
W.7.8,W,7,8,RBPK,"Gather relevant information from multiple print and digital sources, using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation.",
W.7.9,W,7,9,RBPK,"Draw evidence from literary or informational texts to support analysis, reflection, and research.",
W.7.9a,W,7,9,RBPK,"Apply grade 7 Reading standards to literature (e.g., ""Compare and contrast a fictional portrayal of a time, place, or character and a historical account of the same period as a means of understanding how authors of fiction use or alter history"").",
W.7.9b,W,7,9,RBPK,"Apply grade 7 Reading standards to literary nonfiction (e.g., ""Trace and evaluate the argument and specific claims in a text, assessing whether the reasoning is sound and the evidence is relevant and sufficient to support the claims"").",
W.8.1,W,8,1,TTP,Write arguments to support claims with clear reasons and relevant evidence.,
W.8.10,W,8,10,ROW,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.",
W.8.1a,W,8,1,TTP,"Introduce claim(s), acknowledge and distinguish the claim(s) from alternate or opposing claims, and organize the reasons and evidence logically.",
